Index,Number,Type
7467,934453,Odd
7468,673149,Odd
7469,889877,Odd
7470,331477,Odd
7471,397274,Even
7472,634323,Odd
7473,852424,Even
7474,573596,Even
7475,906908,Even
7476,568699,Odd
7477,308826,Even
7478,917939,Odd
7479,656865,Odd
7480,62139,Odd
7481,789464,Even
7482,68402,Even
7483,73971,Odd
7484,442002,Even
7485,935134,Even
7486,105303,Odd
7487,405683,Odd
7488,529112,Even
7489,813548,Even
7490,464789,Odd
7491,631136,Even
7492,683704,Even
7493,929900,Even
7494,944528,Even
7495,52148,Even
7496,215612,Even
7497,652125,Odd
7498,558950,Even
7499,772052,Even
7500,656096,Even
7501,521030,Even
7502,794523,Odd
7503,811291,Odd
7504,991790,Even
7505,748323,Odd
7506,999200,Even
7507,589100,Even
7508,364020,Even
7509,804047,Odd
7510,5774,Even
7511,55853,Odd
7512,283059,Odd
7513,287914,Even
7514,526152,Even
7515,502794,Even
7516,377770,Even
7517,469776,Even
7518,192926,Even
7519,323963,Odd
7520,361776,Even
7521,108002,Even
7522,933398,Even
7523,419606,Even
7524,562386,Even
7525,724361,Odd
7526,654694,Even
7527,292535,Odd
7528,613659,Odd
7529,660942,Even
7530,469153,Odd
7531,739500,Even
7532,200960,Even
7533,239055,Odd
7534,663434,Even
7535,866365,Odd
7536,492073,Odd
7537,568936,Even
7538,590833,Odd
7539,138935,Odd
7540,560109,Odd
7541,621744,Even
7542,787671,Odd
7543,380279,Odd
7544,684180,Even
7545,865995,Odd
7546,433392,Even
7547,266607,Odd
7548,879319,Odd
7549,197217,Odd
7550,504325,Odd
7551,825766,Even
7552,433389,Odd
7553,763495,Odd
7554,191057,Odd
7555,2753,Odd
7556,772226,Even
7557,517118,Even
7558,394243,Odd
7559,261709,Odd
7560,299771,Odd
7561,179333,Odd
7562,792821,Odd
7563,475080,Even
7564,720839,Odd
7565,504195,Odd
7566,120211,Odd
7567,142755,Odd
7568,955628,Even
7569,75597,Odd
7570,807266,Even
7571,465486,Even
7572,927000,Even
7573,953858,Even
7574,218642,Even
7575,851343,Odd
7576,311804,Even
7577,666569,Odd
7578,727229,Odd
7579,93010,Even
7580,417227,Odd
7581,521008,Even
7582,716893,Odd
7583,509057,Odd
7584,350670,Even
7585,627992,Even
7586,954335,Odd
7587,907642,Even
7588,34658,Even
7589,968616,Even
7590,299873,Odd
7591,103334,Even
7592,752157,Odd
7593,650917,Odd
7594,100705,Odd
7595,113457,Odd
7596,395933,Odd
7597,372793,Odd
7598,344368,Even
7599,767944,Even
7600,452484,Even
7601,637384,Even
7602,516329,Odd
7603,926084,Even
7604,423228,Even
7605,128055,Odd
7606,68906,Even
7607,110377,Odd
7608,572527,Odd
7609,575333,Odd
7610,672621,Odd
7611,312269,Odd
7612,540689,Odd
7613,800055,Odd
7614,39257,Odd
7615,57447,Odd
7616,584149,Odd
7617,813708,Even
7618,456231,Odd
7619,831064,Even
7620,646184,Even
7621,777457,Odd
7622,437610,Even
7623,488923,Odd
7624,13633,Odd
7625,738340,Even
7626,781334,Even
7627,943607,Odd
7628,695379,Odd
7629,736910,Even
7630,503962,Even
7631,770161,Odd
7632,107823,Odd
7633,664867,Odd
7634,54278,Even
7635,72071,Odd
7636,178257,Odd
7637,569055,Odd
7638,352200,Even
7639,575195,Odd
7640,380136,Even
7641,674056,Even
7642,772362,Even
7643,111247,Odd
7644,918239,Odd
7645,974735,Odd
7646,192827,Odd
7647,604403,Odd
7648,275616,Even
7649,837922,Even
7650,956958,Even
7651,376263,Odd
7652,175675,Odd
7653,731812,Even
7654,685787,Odd
7655,174149,Odd
7656,970489,Odd
7657,164198,Even
7658,446167,Odd
7659,148322,Even
7660,510470,Even
7661,657938,Even
7662,294826,Even
7663,682396,Even
7664,368422,Even
7665,546236,Even
7666,132947,Odd
7667,443091,Odd
7668,956065,Odd
7669,66430,Even
7670,230494,Even
7671,845347,Odd
7672,276799,Odd
7673,962648,Even
7674,802268,Even
7675,334908,Even
7676,496428,Even
7677,633358,Even
7678,110437,Odd
7679,422377,Odd
7680,164448,Even
7681,494988,Even
7682,255753,Odd
7683,676149,Odd
7684,237713,Odd
7685,21433,Odd
7686,933613,Odd
7687,866606,Even
7688,390316,Even
7689,865902,Even
7690,84699,Odd
7691,7055,Odd
7692,197612,Even
7693,450012,Even
7694,395798,Even
7695,800879,Odd
7696,47002,Even
7697,667989,Odd
7698,926051,Odd
7699,402217,Odd
7700,667238,Even
7701,829548,Even
7702,356663,Odd
7703,450030,Even
7704,807109,Odd
7705,486065,Odd
7706,245010,Even
7707,466394,Even
7708,791635,Odd
7709,185138,Even
7710,483273,Odd
7711,108148,Even
7712,452804,Even
7713,81228,Even
7714,342249,Odd
7715,507492,Even
7716,296550,Even
7717,763283,Odd
7718,850048,Even
7719,764980,Even
7720,177320,Even
7721,623837,Odd
7722,673185,Odd
7723,86458,Even
7724,723356,Even
7725,276082,Even
7726,215643,Odd
7727,85538,Even
7728,42662,Even
7729,855279,Odd
7730,415703,Odd
7731,203676,Even
7732,270422,Even
7733,735460,Even
7734,778489,Odd
7735,387275,Odd
7736,41300,Even
7737,52692,Even
7738,832944,Even
7739,86228,Even
7740,684560,Even
7741,700937,Odd
7742,293790,Even
7743,235772,Even
7744,788874,Even
7745,736408,Even
7746,489357,Odd
7747,255438,Even
7748,538687,Odd
7749,502749,Odd
7750,58127,Odd
7751,906188,Even
7752,28965,Odd
7753,199274,Even
7754,620688,Even
7755,713086,Even
7756,698054,Even
7757,90709,Odd
7758,7110,Even
7759,242298,Even
7760,250290,Even
7761,557108,Even
7762,921583,Odd
7763,952153,Odd
7764,717479,Odd
7765,569857,Odd
7766,77589,Odd
7767,718916,Even
7768,541028,Even
7769,190200,Even
7770,506857,Odd
7771,735411,Odd
7772,377645,Odd
7773,486754,Even
7774,242038,Even
7775,185382,Even
7776,970529,Odd
7777,234709,Odd
7778,3351,Odd
7779,254948,Even
7780,705211,Odd
7781,324523,Odd
7782,180641,Odd
7783,734679,Odd
7784,872999,Odd
7785,481386,Even
7786,204910,Even
7787,264885,Odd
7788,656575,Odd
7789,926167,Odd
7790,466322,Even
7791,284103,Odd
7792,45751,Odd
7793,22324,Even
7794,98333,Odd
7795,148408,Even
7796,444399,Odd
7797,521,Odd
7798,796787,Odd
7799,774380,Even
7800,63822,Even
7801,458635,Odd
7802,68408,Even
7803,612376,Even
7804,326312,Even
7805,857393,Odd
7806,970129,Odd
7807,672497,Odd
7808,373800,Even
7809,473993,Odd
7810,908995,Odd
7811,979860,Even
7812,918957,Odd
7813,623874,Even
7814,982635,Odd
7815,489888,Even
7816,904835,Odd
7817,499537,Odd
7818,961755,Odd
7819,393713,Odd
7820,685080,Even
7821,865323,Odd
7822,75513,Odd
7823,494879,Odd
7824,865503,Odd
7825,314794,Even
7826,616060,Even
7827,475437,Odd
7828,814365,Odd
7829,491123,Odd
7830,613434,Even
7831,340644,Even
7832,754851,Odd
7833,323330,Even
7834,753157,Odd
7835,37352,Even
7836,648743,Odd
7837,262951,Odd
7838,913162,Even
7839,528543,Odd
7840,883885,Odd
7841,475404,Even
7842,785327,Odd
7843,772802,Even
7844,178801,Odd
7845,608434,Even
7846,146614,Even
7847,689577,Odd
7848,597329,Odd
7849,548470,Even
7850,744642,Even
7851,781923,Odd
7852,636483,Odd
7853,926256,Even
7854,691884,Even
7855,536837,Odd
7856,213655,Odd
7857,221398,Even
7858,475344,Even
7859,465653,Odd
7860,610374,Even
7861,982523,Odd
7862,198293,Odd
7863,416379,Odd
7864,489098,Even
7865,116047,Odd
7866,244178,Even
7867,629500,Even
7868,863011,Odd
7869,335966,Even
7870,684773,Odd
7871,443926,Even
7872,796978,Even
7873,108676,Even
7874,873098,Even
7875,364056,Even
7876,452430,Even
7877,888905,Odd
7878,430456,Even
7879,181175,Odd
7880,868892,Even
7881,197861,Odd
7882,528489,Odd
7883,963576,Even
7884,305548,Even
7885,977838,Even
7886,703591,Odd
7887,627147,Odd
7888,743171,Odd
7889,789459,Odd
7890,828771,Odd
7891,258847,Odd
7892,726602,Even
7893,190173,Odd
7894,324754,Even
7895,662471,Odd
7896,443936,Even
7897,456134,Even
7898,565377,Odd
7899,553998,Even
7900,996117,Odd
7901,500846,Even
7902,920377,Odd
7903,606942,Even
7904,537548,Even
7905,124010,Even
7906,661431,Odd
7907,16712,Even
7908,469960,Even
7909,9103,Odd
7910,510274,Even
7911,312373,Odd
7912,483510,Even
7913,870408,Even
7914,463890,Even
7915,136755,Odd
7916,438951,Odd
7917,256048,Even
7918,388122,Even
7919,214510,Even
7920,654871,Odd
7921,18019,Odd
7922,321735,Odd
7923,521658,Even
7924,566670,Even
7925,201562,Even
7926,766711,Odd
7927,582884,Even
7928,762413,Odd
7929,26000,Even
7930,983589,Odd
7931,57120,Even
7932,236753,Odd
7933,522899,Odd
7934,951245,Odd
7935,852160,Even
7936,420573,Odd
7937,329304,Even
7938,265319,Odd
7939,436419,Odd
7940,340339,Odd
7941,772996,Even
7942,547860,Even
7943,155774,Even
7944,306357,Odd
7945,983238,Even
7946,804819,Odd
7947,85944,Even
7948,423176,Even
7949,887804,Even
7950,854920,Even
7951,806428,Even
7952,864156,Even
7953,696156,Even
7954,576212,Even
7955,987780,Even
7956,742174,Even
7957,207478,Even
7958,976422,Even
7959,172658,Even
7960,644347,Odd
7961,655463,Odd
7962,584486,Even
7963,416475,Odd
7964,134401,Odd
7965,500190,Even
7966,390109,Odd
7967,883762,Even
7968,796464,Even
7969,151585,Odd
7970,697909,Odd
7971,516234,Even
7972,385443,Odd
7973,920968,Even
7974,487402,Even
7975,781417,Odd
7976,898978,Even
7977,477764,Even
7978,994196,Even
7979,872249,Odd
7980,784713,Odd
7981,145021,Odd
7982,942207,Odd
7983,424385,Odd
7984,769870,Even
7985,567335,Odd
7986,893227,Odd
7987,68526,Even
7988,513279,Odd
7989,177167,Odd
7990,324696,Even
7991,190844,Even
7992,173396,Even
7993,49349,Odd
7994,918660,Even
7995,234227,Odd
7996,665863,Odd
7997,571764,Even
7998,767933,Odd
7999,877547,Odd
8000,835490,Even
8001,537308,Even
8002,892547,Odd
8003,830814,Even
8004,636695,Odd
8005,618849,Odd
8006,192377,Odd
8007,208663,Odd
8008,755726,Even
8009,234367,Odd
8010,386142,Even
8011,934191,Odd
8012,944000,Even
8013,526195,Odd
8014,422840,Even
8015,588822,Even
8016,713037,Odd
8017,169577,Odd
8018,560108,Even
8019,955546,Even
8020,456495,Odd
8021,905087,Odd
8022,658933,Odd
8023,658899,Odd
8024,614955,Odd
8025,255860,Even
8026,917352,Even
8027,94794,Even
8028,707429,Odd
8029,670757,Odd
8030,240152,Even
8031,664329,Odd
8032,152950,Even
8033,710831,Odd
8034,727808,Even
8035,402377,Odd
8036,272939,Odd
8037,708452,Even
8038,668151,Odd
8039,590224,Even
8040,904599,Odd
8041,432268,Even
8042,821886,Even
8043,168677,Odd
8044,838485,Odd
8045,664682,Even
8046,827941,Odd
8047,39589,Odd
8048,777323,Odd
8049,573806,Even
8050,882546,Even
8051,601187,Odd
8052,639535,Odd
8053,184673,Odd
8054,410112,Even
8055,232197,Odd
8056,674364,Even
8057,585594,Even
8058,663245,Odd
8059,68228,Even
8060,420064,Even
8061,215175,Odd
8062,899957,Odd
8063,280915,Odd
8064,107027,Odd
8065,26845,Odd
8066,612259,Odd
8067,346995,Odd
8068,530017,Odd
8069,607550,Even
8070,478568,Even
8071,355071,Odd
8072,504706,Even
8073,220187,Odd
8074,165310,Even
8075,899912,Even
8076,797745,Odd
8077,652900,Even
8078,159451,Odd
8079,801648,Even
8080,585009,Odd
8081,633870,Even
8082,639607,Odd
8083,11885,Odd
8084,675874,Even
8085,941201,Odd
8086,966658,Even
8087,385013,Odd
8088,373825,Odd
8089,12819,Odd
8090,686574,Even
8091,666294,Even
8092,796431,Odd
8093,641065,Odd
8094,375345,Odd
8095,520250,Even
8096,554745,Odd
8097,425491,Odd
8098,568246,Even
8099,122101,Odd
8100,592244,Even
8101,57728,Even
8102,772687,Odd
8103,216467,Odd
8104,564239,Odd
8105,87156,Even
8106,616138,Even
8107,811324,Even
8108,322681,Odd
8109,499887,Odd
8110,351068,Even
8111,426667,Odd
8112,879772,Even
8113,740042,Even
8114,971262,Even
8115,199498,Even
8116,736360,Even
8117,947056,Even
8118,683095,Odd
8119,858482,Even
8120,952671,Odd
8121,589587,Odd
8122,352193,Odd
8123,552857,Odd
8124,662803,Odd
8125,242274,Even
8126,873005,Odd
8127,411351,Odd
8128,183369,Odd
8129,718706,Even
8130,497491,Odd
8131,888532,Even
8132,270091,Odd
8133,27186,Even
8134,849408,Even
8135,797993,Odd
8136,227360,Even
8137,719686,Even
8138,363332,Even
8139,631209,Odd
8140,886884,Even
8141,446655,Odd
8142,987633,Odd
8143,859288,Even
8144,850130,Even
8145,391258,Even
8146,881193,Odd
8147,428644,Even
8148,544321,Odd
8149,232064,Even
8150,142120,Even
8151,465646,Even
8152,641362,Even
8153,406347,Odd
8154,368297,Odd
8155,895379,Odd
8156,508847,Odd
8157,862607,Odd
8158,283193,Odd
8159,713122,Even
8160,32974,Even
8161,594398,Even
8162,481562,Even
8163,116731,Odd
8164,523510,Even
8165,981882,Even
8166,916367,Odd
8167,612717,Odd
8168,941969,Odd
8169,198393,Odd
8170,85137,Odd
8171,123105,Odd
8172,549450,Even
8173,708626,Even
8174,48163,Odd
8175,922768,Even
8176,448515,Odd
8177,29128,Even
8178,680936,Even
8179,571257,Odd
8180,428458,Even
8181,141944,Even
8182,255254,Even
8183,733341,Odd
8184,960236,Even
8185,401543,Odd
8186,101523,Odd
8187,574794,Even
8188,368606,Even
8189,406783,Odd
8190,373671,Odd
8191,570063,Odd
8192,730519,Odd
8193,656468,Even
8194,509878,Even
8195,985420,Even
8196,868005,Odd
8197,965296,Even
8198,822537,Odd
8199,256631,Odd
8200,418675,Odd
8201,239704,Even
8202,43830,Even
8203,328530,Even
8204,161461,Odd
8205,266192,Even
8206,162518,Even
8207,545868,Even
8208,600730,Even
8209,663473,Odd
8210,619069,Odd
8211,314074,Even
8212,737659,Odd
8213,517472,Even
8214,865065,Odd
8215,319522,Even
8216,136233,Odd
8217,214862,Even
8218,451119,Odd
8219,760334,Even
8220,753258,Even
8221,99922,Even
8222,329815,Odd
8223,43145,Odd
8224,384315,Odd
8225,202290,Even
8226,135592,Even
8227,223635,Odd
8228,190114,Even
8229,878857,Odd
8230,576740,Even
8231,702680,Even
8232,330781,Odd
8233,493269,Odd
8234,59313,Odd
8235,458521,Odd
8236,995198,Even
8237,762245,Odd
8238,932968,Even
8239,606253,Odd
8240,154738,Even
8241,680020,Even
8242,237910,Even
8243,732692,Even
8244,423824,Even
8245,969775,Odd
8246,127991,Odd
8247,373803,Odd
8248,352500,Even
8249,384935,Odd
8250,282699,Odd
8251,610336,Even
8252,104230,Even
8253,797299,Odd
8254,265461,Odd
8255,685967,Odd
8256,768403,Odd
8257,88907,Odd
8258,884309,Odd
8259,964441,Odd
8260,439226,Even
8261,311444,Even
8262,162641,Odd
8263,250691,Odd
8264,210156,Even
8265,529551,Odd
8266,762861,Odd
8267,659020,Even
8268,313963,Odd
8269,753924,Even
8270,926504,Even
8271,675801,Odd
8272,881084,Even
8273,424423,Odd
8274,695504,Even
8275,336693,Odd
8276,81754,Even
8277,42727,Odd
8278,724948,Even
8279,568079,Odd
8280,538883,Odd
8281,904085,Odd
8282,237330,Even
8283,315507,Odd
8284,308611,Odd
8285,80874,Even
8286,42043,Odd
8287,642787,Odd
8288,409346,Even
8289,83992,Even
8290,795485,Odd
8291,706994,Even
8292,157797,Odd
8293,75243,Odd
8294,369119,Odd
8295,636682,Even
8296,244957,Odd
8297,781109,Odd
8298,757984,Even
8299,763876,Even
8300,301101,Odd
8301,871921,Odd
8302,955393,Odd
8303,998575,Odd
8304,766018,Even
8305,97148,Even
8306,8987,Odd
8307,391375,Odd
8308,408486,Even
8309,279066,Even
8310,376199,Odd
8311,787417,Odd
8312,178573,Odd
8313,420412,Even
8314,76532,Even
8315,213881,Odd
8316,718138,Even
8317,246257,Odd
8318,215980,Even
8319,526661,Odd
8320,507399,Odd
8321,234768,Even
8322,385101,Odd
8323,181129,Odd
8324,454413,Odd
8325,328735,Odd
8326,357428,Even
8327,497837,Odd
8328,760573,Odd
8329,710744,Even
8330,11398,Even
8331,449627,Odd
8332,635343,Odd
8333,639306,Even
8334,123559,Odd
8335,575404,Even
8336,718808,Even
8337,492567,Odd
8338,16076,Even
8339,966033,Odd
8340,707305,Odd
8341,466905,Odd
8342,900048,Even
8343,68616,Even
8344,966419,Odd
8345,506819,Odd
8346,40411,Odd
8347,140337,Odd
8348,19667,Odd
8349,153893,Odd
8350,50315,Odd
8351,116217,Odd
8352,530855,Odd
8353,386313,Odd
8354,754082,Even
8355,791798,Even
8356,337860,Even
8357,65838,Even
8358,966175,Odd
8359,462880,Even
8360,94761,Odd
8361,545316,Even
8362,201884,Even
8363,651875,Odd
8364,951205,Odd
8365,109743,Odd
8366,13782,Even
8367,232789,Odd
8368,98036,Even
8369,86425,Odd
8370,429869,Odd
8371,241651,Odd
8372,17611,Odd
8373,813415,Odd
8374,742438,Even
8375,679540,Even
8376,208030,Even
8377,753595,Odd
8378,759433,Odd
8379,822861,Odd
8380,593896,Even
8381,154313,Odd
8382,759608,Even
8383,984020,Even
8384,774749,Odd
8385,620942,Even
8386,495945,Odd
8387,425482,Even
8388,511095,Odd
8389,152055,Odd
8390,447813,Odd
8391,224705,Odd
8392,132546,Even
8393,617341,Odd
8394,396258,Even
8395,14739,Odd
8396,312490,Even
8397,773882,Even
8398,833528,Even
8399,272917,Odd
8400,682782,Even
8401,801911,Odd
8402,804124,Even
8403,964794,Even
8404,101287,Odd
8405,185353,Odd
8406,757109,Odd
8407,909146,Even
8408,701841,Odd
8409,992346,Even
8410,883184,Even
8411,222991,Odd
8412,635448,Even
8413,64052,Even
8414,269652,Even
8415,375112,Even
8416,694073,Odd
8417,965986,Even
8418,950416,Even
8419,896167,Odd
8420,188333,Odd
8421,292003,Odd
8422,373566,Even
8423,975878,Even
8424,933265,Odd
8425,198968,Even
8426,246174,Even
8427,324912,Even
8428,745406,Even
8429,128832,Even
8430,946222,Even
8431,362213,Odd
8432,523835,Odd
8433,235425,Odd
8434,724652,Even
8435,359030,Even
8436,396986,Even
8437,988260,Even
8438,700887,Odd
8439,473527,Odd
8440,978960,Even
8441,444589,Odd
8442,634692,Even
8443,232313,Odd
8444,708574,Even
8445,202980,Even
8446,189727,Odd
8447,137164,Even
8448,299778,Even
8449,419645,Odd
8450,788708,Even
8451,639555,Odd
8452,39425,Odd
8453,690381,Odd
8454,292821,Odd
8455,357000,Even
8456,192353,Odd
8457,60150,Even
8458,68320,Even
8459,804939,Odd
8460,236359,Odd
8461,144227,Odd
8462,8838,Even
8463,301036,Even
8464,43166,Even
8465,199823,Odd
8466,864679,Odd
8467,896661,Odd
8468,358628,Even
8469,191438,Even
8470,749019,Odd
8471,948720,Even
8472,523104,Even
8473,363761,Odd
8474,753395,Odd
8475,11139,Odd
8476,402202,Even
8477,209193,Odd
8478,55978,Even
8479,315758,Even
8480,248329,Odd
8481,251016,Even
8482,965982,Even
8483,423242,Even
8484,192508,Even
8485,837921,Odd
8486,616463,Odd
8487,491538,Even
8488,371241,Odd
8489,820109,Odd
8490,579545,Odd
8491,464114,Even
8492,648156,Even
8493,725944,Even
8494,605002,Even
8495,532833,Odd
8496,139603,Odd
8497,209591,Odd
8498,526519,Odd
8499,10799,Odd
8500,293866,Even
8501,804219,Odd
8502,734152,Even
8503,132023,Odd
8504,473150,Even
8505,497053,Odd
8506,645678,Even
8507,273364,Even
8508,710201,Odd
8509,214271,Odd
8510,134244,Even
8511,735274,Even
8512,222825,Odd
8513,100853,Odd
8514,971928,Even
8515,640672,Even
8516,755729,Odd
8517,740518,Even
8518,343634,Even
8519,552324,Even
8520,853154,Even
8521,494687,Odd
8522,441487,Odd
8523,434014,Even
8524,542431,Odd
8525,411669,Odd
8526,526243,Odd
8527,602682,Even
8528,214864,Even
8529,291357,Odd
8530,792795,Odd
8531,605971,Odd
8532,959027,Odd
8533,788018,Even
8534,398812,Even
8535,20324,Even
8536,590643,Odd
8537,787457,Odd
8538,437545,Odd
8539,695088,Even
8540,209812,Even
8541,493466,Even
8542,831537,Odd
8543,772102,Even
8544,138646,Even
8545,237656,Even
8546,387713,Odd
8547,290688,Even
8548,384223,Odd
8549,89722,Even
8550,870509,Odd
8551,538572,Even
8552,423105,Odd
8553,855947,Odd
8554,126791,Odd
8555,935297,Odd
8556,547913,Odd
8557,781300,Even
8558,830697,Odd
8559,553427,Odd
8560,521190,Even
8561,70412,Even
8562,511313,Odd
8563,264868,Even
8564,898587,Odd
8565,632180,Even
8566,336959,Odd
8567,376767,Odd
8568,323215,Odd
8569,46538,Even
8570,896463,Odd
8571,974540,Even
8572,328125,Odd
8573,560385,Odd
8574,262827,Odd
8575,862703,Odd
8576,586925,Odd
8577,959763,Odd
8578,683677,Odd
8579,170688,Even
8580,912774,Even
8581,622955,Odd
8582,704459,Odd
8583,39759,Odd
8584,863040,Even
8585,298139,Odd
8586,948997,Odd
8587,733893,Odd
8588,408733,Odd
8589,943701,Odd
8590,280101,Odd
8591,403263,Odd
8592,421802,Even
8593,889164,Even
8594,539672,Even
8595,755001,Odd
8596,910941,Odd
8597,149226,Even
8598,168139,Odd
8599,312624,Even
8600,689415,Odd
8601,786928,Even
8602,370540,Even
8603,964914,Even
8604,40176,Even
8605,351459,Odd
8606,846196,Even
8607,569949,Odd
8608,613519,Odd
8609,305361,Odd
8610,76500,Even
8611,773974,Even
8612,153612,Even
8613,277007,Odd
8614,12836,Even
8615,666103,Odd
8616,49255,Odd
8617,143569,Odd
8618,274477,Odd
8619,598919,Odd
8620,505141,Odd
8621,840417,Odd
8622,563011,Odd
8623,244420,Even
8624,974485,Odd
8625,631190,Even
8626,722581,Odd
8627,394294,Even
8628,96029,Odd
8629,884963,Odd
8630,431644,Even
8631,948163,Odd
8632,119425,Odd
8633,404202,Even
8634,406738,Even
8635,886747,Odd
8636,226784,Even
8637,811987,Odd
8638,67310,Even
8639,317528,Even
8640,92300,Even
8641,481057,Odd
8642,670492,Even
8643,423579,Odd
8644,829885,Odd
8645,194104,Even
8646,800053,Odd
8647,280381,Odd
8648,736262,Even
8649,339677,Odd
8650,356285,Odd
8651,655255,Odd
8652,560172,Even
8653,670530,Even
8654,921334,Even
8655,118745,Odd
8656,18522,Even
8657,85150,Even
8658,498582,Even
8659,568001,Odd
8660,891050,Even
8661,229952,Even
8662,513757,Odd
8663,774437,Odd
8664,358304,Even
8665,969564,Even
8666,726517,Odd
8667,550151,Odd
8668,184706,Even
8669,85548,Even
8670,835522,Even
8671,148032,Even
8672,381776,Even
8673,988317,Odd
8674,774581,Odd
8675,184149,Odd
8676,707690,Even
8677,573893,Odd
8678,274600,Even
8679,884665,Odd
8680,690301,Odd
8681,685517,Odd
8682,546431,Odd
8683,463105,Odd
8684,672471,Odd
8685,151040,Even
8686,753579,Odd
8687,287602,Even
8688,956561,Odd
8689,708643,Odd
8690,449642,Even
8691,464050,Even
8692,733061,Odd
8693,78975,Odd
8694,805119,Odd
8695,66578,Even
8696,660238,Even
8697,394637,Odd
8698,950396,Even
8699,327326,Even
8700,452479,Odd
8701,897829,Odd
8702,214155,Odd
8703,440334,Even
8704,473466,Even
8705,939382,Even
8706,63075,Odd
8707,957519,Odd
8708,815056,Even
8709,554737,Odd
8710,850059,Odd
8711,457508,Even
8712,714656,Even
8713,695876,Even
8714,456872,Even
8715,987596,Even
8716,289820,Even
8717,30842,Even
8718,212752,Even
8719,459220,Even
8720,312897,Odd
8721,571820,Even
8722,290164,Even
8723,458769,Odd
8724,503922,Even
8725,214034,Even
8726,242258,Even
8727,839550,Even
8728,767618,Even
8729,743993,Odd
8730,514245,Odd
8731,701700,Even
8732,846656,Even
8733,712205,Odd
8734,291855,Odd
8735,380030,Even
8736,318109,Odd
8737,406006,Even
8738,489601,Odd
8739,693841,Odd
8740,709176,Even
8741,936882,Even
8742,337041,Odd
8743,965601,Odd
8744,547891,Odd
8745,824371,Odd
8746,151810,Even
8747,382016,Even
8748,533576,Even
8749,834433,Odd
8750,14235,Odd
8751,994599,Odd
8752,27134,Even
8753,974854,Even
8754,180807,Odd
8755,902849,Odd
8756,921677,Odd
8757,638156,Even
8758,779896,Even
8759,149188,Even
8760,882032,Even
8761,528834,Even
8762,860153,Odd
8763,801671,Odd
8764,279980,Even
8765,210294,Even
8766,426800,Even
8767,578727,Odd
8768,638817,Odd
8769,707007,Odd
8770,901936,Even
8771,813586,Even
8772,172792,Even
8773,235912,Even
8774,388245,Odd
8775,690218,Even
8776,266086,Even
8777,152630,Even
8778,261234,Even
8779,561600,Even
8780,131640,Even
8781,721009,Odd
8782,905760,Even
8783,567733,Odd
8784,613491,Odd
8785,316249,Odd
8786,45568,Even
8787,26296,Even
8788,199468,Even
8789,421612,Even
8790,535380,Even
8791,790765,Odd
8792,48414,Even
8793,303344,Even
8794,460676,Even
8795,731827,Odd
8796,464050,Even
8797,312009,Odd
8798,576582,Even
8799,754557,Odd
8800,794786,Even
8801,875594,Even
8802,561466,Even
8803,491599,Odd
8804,995153,Odd
8805,441189,Odd
8806,476627,Odd
8807,775943,Odd
8808,829307,Odd
8809,416268,Even
8810,644133,Odd
8811,898315,Odd
8812,755105,Odd
8813,72724,Even
8814,894501,Odd
8815,684873,Odd
8816,614355,Odd
8817,95940,Even
8818,43,Odd
8819,614221,Odd
8820,962472,Even
8821,602713,Odd
8822,40913,Odd
8823,29420,Even
8824,110208,Even
8825,483091,Odd
8826,16955,Odd
8827,881321,Odd
8828,414870,Even
8829,700458,Even
8830,467019,Odd
8831,195083,Odd
8832,102639,Odd
8833,23784,Even
8834,18970,Even
8835,717265,Odd
8836,743329,Odd
8837,526415,Odd
8838,80598,Even
8839,15452,Even
8840,237959,Odd
8841,302493,Odd
8842,545915,Odd
8843,792598,Even
8844,761844,Even
8845,903061,Odd
8846,842863,Odd
8847,497339,Odd
8848,45304,Even
8849,648337,Odd
8850,791910,Even
8851,72935,Odd
8852,202481,Odd
8853,280787,Odd
8854,493277,Odd
8855,415631,Odd
8856,484556,Even
8857,77244,Even
8858,402173,Odd
8859,901506,Even
8860,145287,Odd
8861,78004,Even
8862,868827,Odd
8863,513069,Odd
8864,279477,Odd
8865,62444,Even
8866,778826,Even
8867,696509,Odd
8868,191394,Even
8869,43936,Even
8870,763265,Odd
8871,66950,Even
8872,998956,Even
8873,771034,Even
8874,302410,Even
8875,525198,Even
8876,739550,Even
8877,395228,Even
8878,410754,Even
8879,97173,Odd
8880,603181,Odd
8881,36256,Even
8882,762558,Even
8883,670407,Odd
8884,78055,Odd
8885,998800,Even
8886,619620,Even
8887,418261,Odd
8888,180509,Odd
8889,519815,Odd
8890,713212,Even
8891,904157,Odd
8892,846814,Even
8893,952526,Even
8894,213695,Odd
8895,861200,Even
8896,957425,Odd
8897,259098,Even
8898,573078,Even
8899,325981,Odd
8900,604457,Odd
8901,595241,Odd
8902,222302,Even
8903,725622,Even
8904,620942,Even
8905,290646,Even
8906,944036,Even
8907,585273,Odd
8908,951500,Even
8909,473923,Odd
8910,345998,Even
8911,459020,Even
8912,553084,Even
8913,633475,Odd
8914,401578,Even
8915,77228,Even
8916,335760,Even
8917,640463,Odd
8918,413468,Even
8919,14578,Even
8920,202823,Odd
8921,28136,Even
8922,540635,Odd
8923,224408,Even
8924,182954,Even
8925,518711,Odd
8926,126255,Odd
8927,17323,Odd
8928,945612,Even
8929,81647,Odd
8930,251338,Even
8931,952717,Odd
8932,944606,Even
8933,611371,Odd
8934,339682,Even
8935,40761,Odd
8936,544595,Odd
8937,153693,Odd
